task_id,generator_family,eta,eta_value,intended_atoms,realized_P_star_atoms,P_star_size,base_hash,intervened_core_hash,core_equal,intervention_family,intervention_seed,intervention_parameters,requested_scope_stratum,measured_scope_stratum,atom_Ea_json,atom_Va_json,atom_Ca_json,full_CP_star,measured_H_valid,censored,candidate_count,accepted_attempt,acceptance,rejection_reason
turning+bound+asymptote:ode:high:limited:9,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,313767afb77a053c16425be0b9d8a183f47bcb504c1fc75687f91d9d9899f168,8d0bcecbcc2d5305b5d1281338e7e0128835d6a755eae1a7473a5bf498ed7db0,1,c2_negative_level_excursion,2544052824,"{""amplitude"": 0.6864442336344105, ""family"": ""c2_negative_level_excursion"", ""onset"": 0.8099999999999999, ""seed"": 2544052824, ""width"": 0.040000000000000036}",limited,limited,"{""asymptote_to_0_from_above"": 0.06445248536096815, ""inflection_concave_to_convex"": 0.05634050765415729, ""lower_bound_0"": 8.75651076269652e-27, ""turning_maximum"": 4.531171892919786e-06}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [0, 0, 0, 0, 0], ""inflection_concave_to_convex"": [0, 0, 0, 0, 0], ""lower_bound_0"": [0, 0, 0, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",0|0|0|0|0,0.8,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:0,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,31b8ca5bb91358e5ad17d38097caba9bf92d3e49b987f657e1a31bc9a0d827b4,c0b92cbe2ee001c8fd838ad6187e11097023131450bc26bd7e797ee13e48e3bf,1,c2_negative_level_excursion,704699404,"{""amplitude"": 0.3833772867743873, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 704699404, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.06283546809129668, ""inflection_concave_to_convex"": 0.059179681531063726, ""lower_bound_0"": 0.011418421266815207, ""turning_maximum"": 9.35310379086415e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:1,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,e08a56da2ec7fc31f1ae416c379b8821a145c1dccff01bf5b2f02783f2818840,b72e03d7481e1d7478e4a6c3fdb6fa0e1adb82b6d2ebfd9db2f423424771d332,1,c2_negative_level_excursion,3888712284,"{""amplitude"": 0.3833766300219926, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3888712284, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.0641413195385241, ""inflection_concave_to_convex"": 0.05591069858641521, ""lower_bound_0"": 2.043215977133668e-12, ""turning_maximum"": 0.00015183178216879726}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:2,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,fac722245e6c95c6fbc1699c291648c74db7beb5acc0ca03d9818c626b55221e,faf4465b54bdd1ce3d3d7f5350e7dbc56676e4734ef500a94d66dab594e64617,1,c2_negative_level_excursion,3737851908,"{""amplitude"": 0.383377750890032, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3737851908, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.06483670249058997, ""inflection_concave_to_convex"": 0.05530530510194993, ""lower_bound_0"": 3.757377533997839e-14, ""turning_maximum"": 0.00012333711564029674}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:3,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,60a27e2e7fc538a7341c69ea59d48f4b7caa4c9fc85845d66856b09b6c4cc263,d0a86dff548444e00b195308d4c16fe0eb58c4454e95347d2b74816d5b4895a8,1,c2_negative_level_excursion,418029061,"{""amplitude"": 0.38337832016943585, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 418029061, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.05893707814705946, ""inflection_concave_to_convex"": 0.06470864387517945, ""lower_bound_0"": 8.75651076269652e-27, ""turning_maximum"": 1.856863565515047e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:4,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,e3d3269b8278e54698b388e077e0633b27f056f65fe10c2b21d1b1c892116a97,0529b45b0ac2c6d68e2022ff66e06d39c8285318d401c8318e6f15eb80bc2364,1,c2_negative_level_excursion,619155261,"{""amplitude"": 0.38337895829161617, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 619155261, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.05808246402121154, ""inflection_concave_to_convex"": 0.06631276944741046, ""lower_bound_0"": 0.10335525784891633, ""turning_maximum"": 0.0018470833684716811}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:5,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,4d99076b0e7c0d8c58891bd8c8660e12a11f5857eb1f4a65a23ed91814b53aa8,ffc320f2d2bc31a964572b269950703f90c57e143250bd6c901489d7ed11a6e6,1,c2_negative_level_excursion,731458724,"{""amplitude"": 0.3833785876313649, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 731458724, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.06138482785835438, ""inflection_concave_to_convex"": 0.06124809357288666, ""lower_bound_0"": 0.004515004910276504, ""turning_maximum"": 2.450357185377765e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:6,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,446b2482b7c089282111a4820b6fb30d0c3c9784c90f8375afe8aa2afb611be9,0d77cfa626831b55737288a2eb54363805f6baf10c1d2b5655074aabc1e2594b,1,c2_negative_level_excursion,3646631338,"{""amplitude"": 0.3833795164737195, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3646631338, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.05964535326864765, ""inflection_concave_to_convex"": 0.06399371778818777, ""lower_bound_0"": 0.0217157545536223, ""turning_maximum"": 9.60737778954388e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:7,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,af3333df2891d5b5e83a6142a6739c6d928e342604ac92b78e5129d9d9b90879,1fa61090afe3deaeec88524e9191486f8c7c419b58a31e8b2026b79300dbe41c,1,c2_negative_level_excursion,4197960964,"{""amplitude"": 0.3833790915257692, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 4197960964, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.06352216464857889, ""inflection_concave_to_convex"": 0.056733410099290074, ""lower_bound_0"": 0.004243345274965817, ""turning_maximum"": 1.7957279281749427e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:8,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,a6bc653abf85e10419a80775035b34d3813cc6c587d80452095582222fac1ac5,af12b4ac3b9768e0c03f9f956fb46aa1d528e98416ea936e8b8066c934638cb7,1,c2_negative_level_excursion,3829484955,"{""amplitude"": 0.3833795564478427, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3829484955, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.06335731741340196, ""inflection_concave_to_convex"": 0.057888319420474586, ""lower_bound_0"": 5.706674609847686e-06, ""turning_maximum"": 0.0003850536068966634}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:intermediate:9,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,93870cb3c35664ef0ba02d71bc6cc56530b79a4ad9ed465cfea95f7b22cb0a7c,ab02bc7c0c150bc3d65cc3a1cbab94bfe1c9320e8eeb97e2856534b422634d3e,1,c2_negative_level_excursion,3824812016,"{""amplitude"": 0.38337939732668125, ""family"": ""c2_negative_level_excursion"", ""onset"": 1.06, ""seed"": 3824812016, ""width"": 0.040000000000000036}",intermediate,intermediate,"{""asymptote_to_0_from_above"": 0.005876209289588039, ""inflection_concave_to_convex"": 0.006210593598466235, ""lower_bound_0"": 0.5, ""turning_maximum"": 4.3957823310102696e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 0, 0], ""inflection_concave_to_convex"": [1, 1, 1, 0, 0], ""lower_bound_0"": [1, 1, 1, 0, 0], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|0|0,1.0,0,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:0,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,472472a25a14f4c86057149f03b5560caf301a75d7b1e76d022fef3c60a13b09,dbc949a6c82b1e254a8faf6363aa41bbe7eec98e151844314a375cabf5a282d3,1,c2_negative_level_excursion,1252116497,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 1252116497, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.058743805604025465, ""inflection_concave_to_convex"": 0.06417279359763516, ""lower_bound_0"": 0.006198376564042655, ""turning_maximum"": 6.751112789842452e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:1,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,7d29f4009c451a19a0fd450be713c8116d0a3b4ce65cb60afc88a53db2a91e36,cc30de7f0649d8e2b9d928396c262cee8e63a289c033a09e825c796aacd1af08,1,c2_negative_level_excursion,1276928969,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 1276928969, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.06047895707295229, ""inflection_concave_to_convex"": 0.06176958433899805, ""lower_bound_0"": 8.75651076269652e-27, ""turning_maximum"": 3.1360261871813864e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:2,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,4fa203fc49f3aa4b67a351df6a769a7b95387db4a81b9500516aad7c9f1ae978,9429d3d377069158bea419aa70e9b0013946cd7ab3fb3a1d554aa59476879035,1,c2_negative_level_excursion,3958723936,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3958723936, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.059418999891009974, ""inflection_concave_to_convex"": 0.06248953597691179, ""lower_bound_0"": 0.03602637404626157, ""turning_maximum"": 0.0004197414041508329}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:3,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,a20bc50cddfbde2822c945c3fa50b2db9cfda98f9e3ef1894cad54666f77171a,467f14a3cec95dc4ae327bea4e934a1bf3b7e5b495034e535d0361ddf98497a0,1,c2_negative_level_excursion,340947526,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 340947526, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.06414735369033436, ""inflection_concave_to_convex"": 0.05643291765323123, ""lower_bound_0"": 8.75651076269652e-27, ""turning_maximum"": 3.0415829484775584e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:4,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,4c2fb5904fcf0f5279fc32e67a42a0846a9841bf73fcee1b41e88ec2f8a9cef7,f236c0e91adf9e52b8562b01394ecfd29c17906dac24602e19a82f84be7aa65d,1,c2_negative_level_excursion,3270410272,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3270410272, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.00454183083453048, ""inflection_concave_to_convex"": 0.005169628532476275, ""lower_bound_0"": 0.5, ""turning_maximum"": 3.11487842517175e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:5,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,6e2648835d164c5bad2d726da41bf96726b3b278b5cdf507b32f8994a5bb904f,8895f198b085127752499f3388e8008d4d951106eb360ca9f26771310710ad0d,1,c2_negative_level_excursion,948208903,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 948208903, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.05734488321756337, ""inflection_concave_to_convex"": 0.06724107112361385, ""lower_bound_0"": 0.01834288286662528, ""turning_maximum"": 0.00027887708242892406}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:6,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,0114344701faae87211f9055af9bf5d4c00a095be6da283a3a26a2db8b533b32,98a51dcd30df9a301c889fab309bb67551d28b5aad9efe7b9dbc66633382723b,1,c2_negative_level_excursion,2717136616,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 2717136616, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.03566493063407461, ""inflection_concave_to_convex"": 0.0391676320420636, ""lower_bound_0"": 0.5, ""turning_maximum"": 0.0004470144292910463}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:7,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,de695bcb590a091a04eb206dd604dc1109298088e3a5f35b920674330d1f7dc5,c0ba34de416f92c64d1bf42c3f9e0f6baf0373124f139b3dccfbd726b1f1d339,1,c2_negative_level_excursion,1485213140,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 1485213140, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.060354483629463, ""inflection_concave_to_convex"": 0.0612582218030473, ""lower_bound_0"": 0.5, ""turning_maximum"": 0.0013654532414479703}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:8,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,46c1a22048fafe43bde07b2ef8216219121c4782738c89846123ec506a353827,0aec7d5209e040e6e0cbdc72cf9fb84f3cb5af1ab6fdfd359ee9ecb5b83bdae4,1,c2_negative_level_excursion,3781638789,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 3781638789, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.060453483136374754, ""inflection_concave_to_convex"": 0.06174975568780559, ""lower_bound_0"": 0.2972060546021868, ""turning_maximum"": 0.005685157652318322}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
turning+bound+asymptote:ode:high:persistent_within_tested_domain:9,ode,high,0.8,turning_maximum|lower_bound_0|asymptote_to_0_from_above,asymptote_to_0_from_above|inflection_concave_to_convex|lower_bound_0|turning_maximum,4,bdb03494b9e23d0dcef1d4caec727e8fd5f95c479ee62196e0e9682fe6c57947,5ee143b2d2c8ae1755b51b7cce03a50faa227d46a48e35ef149bd3ba614edf3e,1,c2_negative_level_excursion,2608596495,"{""amplitude"": 0.0, ""family"": ""c2_negative_level_excursion"", ""onset"": null, ""seed"": 2608596495, ""width"": null}",persistent_within_tested_domain,persistent_within_tested_domain,"{""asymptote_to_0_from_above"": 0.007924618783910493, ""inflection_concave_to_convex"": 0.008861901672886576, ""lower_bound_0"": 0.20233633443235655, ""turning_maximum"": 3.784096912800424e-05}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}","{""asymptote_to_0_from_above"": [1, 1, 1, 1, 1], ""inflection_concave_to_convex"": [1, 1, 1, 1, 1], ""lower_bound_0"": [1, 1, 1, 1, 1], ""turning_maximum"": [1, 1, 1, 1, 1]}",1|1|1|1|1,>1.20,1,15,1,accepted,
