task_id,manifest_only,shared_ESS,sharpness_nesting,scope_nesting,evidence_manifest_derived,dynamic_count
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:1,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:2,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:3,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:4,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:5,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:6,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:7,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:8,True,True,True,True,True,True
inflection+bound+asymptote:ode:high:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:0,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:1,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:2,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:3,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:4,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:5,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:6,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:7,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:8,True,True,True,True,True,True
turning+bound+asymptote:spline:low:limited:9,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:spline:low:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:spline:low:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:0,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:1,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:2,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:3,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:4,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:5,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:6,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:7,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:8,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:limited:9,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:spline:mid:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:0,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:1,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:2,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:3,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:4,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:5,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:6,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:7,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:8,True,True,True,True,True,True
turning+bound+asymptote:spline:high:limited:9,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:spline:high:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:spline:high:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:0,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:1,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:2,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:3,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:4,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:5,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:6,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:7,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:8,True,True,True,True,True,True
turning+bound+asymptote:basis:low:limited:9,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:basis:low:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:basis:low:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:0,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:1,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:2,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:3,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:4,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:5,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:6,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:7,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:8,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:limited:9,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:basis:mid:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:0,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:1,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:2,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:3,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:4,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:5,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:6,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:7,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:8,True,True,True,True,True,True
turning+bound+asymptote:basis:high:limited:9,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:basis:high:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:basis:high:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:0,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:1,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:2,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:3,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:4,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:5,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:6,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:7,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:8,True,True,True,True,True,True
turning+bound+asymptote:ode:low:limited:9,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:ode:low:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:ode:low:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:0,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:1,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:2,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:3,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:4,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:5,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:6,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:7,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:8,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:limited:9,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:ode:mid:persistent_within_tested_domain:9,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:0,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:1,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:2,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:3,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:4,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:5,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:6,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:7,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:8,True,True,True,True,True,True
turning+bound+asymptote:ode:high:limited:9,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:0,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:1,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:2,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:3,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:4,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:5,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:6,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:7,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:8,True,True,True,True,True,True
turning+bound+asymptote:ode:high:intermediate:9,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:0,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:1,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:2,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:3,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:4,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:5,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:6,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:7,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:8,True,True,True,True,True,True
turning+bound+asymptote:ode:high:persistent_within_tested_domain:9,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:0,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:1,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:2,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:3,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:4,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:5,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:6,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:7,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:8,True,True,True,True,True,True
regime+bound+asymptote:spline:low:limited:9,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:0,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:1,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:2,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:3,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:4,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:5,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:6,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:7,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:8,True,True,True,True,True,True
regime+bound+asymptote:spline:low:intermediate:9,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:0,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:1,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:2,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:3,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:4,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:5,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:6,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:7,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:8,True,True,True,True,True,True
regime+bound+asymptote:spline:low:persistent_within_tested_domain:9,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:0,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:1,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:2,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:3,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:4,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:5,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:6,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:7,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:8,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:limited:9,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:0,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:1,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:2,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:3,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:4,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:5,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:6,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:7,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:8,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:intermediate:9,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:0,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:1,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:2,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:3,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:4,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:5,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:6,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:7,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:8,True,True,True,True,True,True
regime+bound+asymptote:spline:mid:persistent_within_tested_domain:9,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:0,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:1,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:2,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:3,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:4,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:5,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:6,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:7,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:8,True,True,True,True,True,True
regime+bound+asymptote:spline:high:limited:9,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:0,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:1,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:2,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:3,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:4,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:5,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:6,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:7,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:8,True,True,True,True,True,True
regime+bound+asymptote:spline:high:intermediate:9,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:0,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:1,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:2,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:3,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:4,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:5,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:6,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:7,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:8,True,True,True,True,True,True
regime+bound+asymptote:spline:high:persistent_within_tested_domain:9,True,True,True,True,True,True
regime+bound+asymptote:basis:low:limited:0,True,True,True,True,True,True
regime+bound+asymptote:basis:low:limited:1,True,True,True,True,True,True
regime+bound+asymptote:basis:low:limited:2,True,True,True,True,True,True
regime+bound+asymptote:basis:low:limited:3,True,True,True,True,True,True
regime+bound+asymptote:basis:low:limited:4,True,True,True,True,True,True
regime+bound+asymptote:basis:low:limited:5,True,True,True,True,True,True
regime+bound+asymptote:basis:low:limited:6,True,True,True,True,True,True
