task_id,first_interval_valid,event_preboundary,contiguous_nonincreasing,expected_scope_bracket,clean_oracle_only
asymptote:persistent_within_domain:spline:16,True,True,True,True,True
asymptote:persistent_within_domain:spline:17,True,True,True,True,True
asymptote:persistent_within_domain:spline:18,True,True,True,True,True
asymptote:persistent_within_domain:spline:19,True,True,True,True,True
asymptote:persistent_within_domain:spline:20,True,True,True,True,True
asymptote:persistent_within_domain:spline:21,True,True,True,True,True
asymptote:persistent_within_domain:spline:22,True,True,True,True,True
asymptote:persistent_within_domain:spline:23,True,True,True,True,True
asymptote:persistent_within_domain:spline:24,True,True,True,True,True
asymptote:persistent_within_domain:spline:25,True,True,True,True,True
asymptote:persistent_within_domain:spline:26,True,True,True,True,True
asymptote:persistent_within_domain:spline:27,True,True,True,True,True
asymptote:persistent_within_domain:spline:28,True,True,True,True,True
asymptote:persistent_within_domain:spline:29,True,True,True,True,True
asymptote:persistent_within_domain:basis:0,True,True,True,True,True
asymptote:persistent_within_domain:basis:1,True,True,True,True,True
asymptote:persistent_within_domain:basis:2,True,True,True,True,True
asymptote:persistent_within_domain:basis:3,True,True,True,True,True
asymptote:persistent_within_domain:basis:4,True,True,True,True,True
asymptote:persistent_within_domain:basis:5,True,True,True,True,True
asymptote:persistent_within_domain:basis:6,True,True,True,True,True
asymptote:persistent_within_domain:basis:7,True,True,True,True,True
asymptote:persistent_within_domain:basis:8,True,True,True,True,True
asymptote:persistent_within_domain:basis:9,True,True,True,True,True
asymptote:persistent_within_domain:basis:10,True,True,True,True,True
asymptote:persistent_within_domain:basis:11,True,True,True,True,True
asymptote:persistent_within_domain:basis:12,True,True,True,True,True
asymptote:persistent_within_domain:basis:13,True,True,True,True,True
asymptote:persistent_within_domain:basis:14,True,True,True,True,True
asymptote:persistent_within_domain:basis:15,True,True,True,True,True
asymptote:persistent_within_domain:basis:16,True,True,True,True,True
asymptote:persistent_within_domain:basis:17,True,True,True,True,True
asymptote:persistent_within_domain:basis:18,True,True,True,True,True
asymptote:persistent_within_domain:basis:19,True,True,True,True,True
asymptote:persistent_within_domain:basis:20,True,True,True,True,True
asymptote:persistent_within_domain:basis:21,True,True,True,True,True
asymptote:persistent_within_domain:basis:22,True,True,True,True,True
asymptote:persistent_within_domain:basis:23,True,True,True,True,True
asymptote:persistent_within_domain:basis:24,True,True,True,True,True
asymptote:persistent_within_domain:basis:25,True,True,True,True,True
asymptote:persistent_within_domain:basis:26,True,True,True,True,True
asymptote:persistent_within_domain:basis:27,True,True,True,True,True
asymptote:persistent_within_domain:basis:28,True,True,True,True,True
asymptote:persistent_within_domain:basis:29,True,True,True,True,True
asymptote:persistent_within_domain:ode:0,True,True,True,True,True
asymptote:persistent_within_domain:ode:1,True,True,True,True,True
asymptote:persistent_within_domain:ode:2,True,True,True,True,True
asymptote:persistent_within_domain:ode:3,True,True,True,True,True
asymptote:persistent_within_domain:ode:4,True,True,True,True,True
asymptote:persistent_within_domain:ode:5,True,True,True,True,True
asymptote:persistent_within_domain:ode:6,True,True,True,True,True
asymptote:persistent_within_domain:ode:7,True,True,True,True,True
asymptote:persistent_within_domain:ode:8,True,True,True,True,True
asymptote:persistent_within_domain:ode:9,True,True,True,True,True
asymptote:persistent_within_domain:ode:10,True,True,True,True,True
asymptote:persistent_within_domain:ode:11,True,True,True,True,True
asymptote:persistent_within_domain:ode:12,True,True,True,True,True
asymptote:persistent_within_domain:ode:13,True,True,True,True,True
asymptote:persistent_within_domain:ode:14,True,True,True,True,True
asymptote:persistent_within_domain:ode:15,True,True,True,True,True
asymptote:persistent_within_domain:ode:16,True,True,True,True,True
asymptote:persistent_within_domain:ode:17,True,True,True,True,True
asymptote:persistent_within_domain:ode:18,True,True,True,True,True
asymptote:persistent_within_domain:ode:19,True,True,True,True,True
asymptote:persistent_within_domain:ode:20,True,True,True,True,True
asymptote:persistent_within_domain:ode:21,True,True,True,True,True
asymptote:persistent_within_domain:ode:22,True,True,True,True,True
asymptote:persistent_within_domain:ode:23,True,True,True,True,True
asymptote:persistent_within_domain:ode:24,True,True,True,True,True
asymptote:persistent_within_domain:ode:25,True,True,True,True,True
asymptote:persistent_within_domain:ode:26,True,True,True,True,True
asymptote:persistent_within_domain:ode:27,True,True,True,True,True
asymptote:persistent_within_domain:ode:28,True,True,True,True,True
asymptote:persistent_within_domain:ode:29,True,True,True,True,True
